Date,Target,Open,Close,Max,Min
2005-11-29,1,0.0064,0.9332,1.2959,0.0064
2005-11-30,1,0.0000,0.8337,0.8369,-1.1311
2005-12-01,1,0.0125,2.1695,2.4236,0.0125
2005-12-02,1,0.0000,0.6570,0.9733,0.0000
2005-12-05,0,0.0091,-0.3998,0.2373,-0.8718
2005-12-06,1,0.0336,1.5837,1.9112,0.0336
2005-12-07,0,0.0060,-1.4126,0.1444,-1.7428
2005-12-08,0,-0.0031,-0.8492,0.7300,-0.8615
2005-12-09,1,0.0092,1.3517,1.5004,0.0092
2005-12-12,1,0.0091,0.1487,1.1386,-0.1642
2005-12-13,1,0.0000,1.3526,1.3885,-0.4133
2005-12-14,1,0.0000,0.6234,1.2400,-0.1527
2005-12-15,0,-0.0119,-1.3050,0.5042,-1.5765
2005-12-16,1,0.0000,0.2978,1.1562,0.0000
2005-12-19,0,-0.0240,-0.8658,0.6109,-1.1601
2005-12-20,1,0.0091,0.1877,0.4082,-0.7207
2005-12-21,1,0.0030,1.3517,1.4590,0.0030
2005-12-22,0,0.0119,-0.0119,0.4020,-0.1612
2005-12-23,0,-0.0119,-0.5446,0.1848,-0.6977
2005-12-26,0,0.0000,-0.0991,0.3115,-0.5747
2005-12-27,1,-0.0030,0.2190,0.9951,-0.1773
2005-12-28,0,0.0000,-0.7007,0.2753,-1.2241
2005-12-29,1,-0.0030,0.9550,0.9550,-0.0030
2006-01-02,1,0.0179,0.1523,0.1881,-1.7975
2006-01-03,1,0.0000,3.0393,3.1029,0.0000
2006-01-04,1,-0.0029,1.3258,1.9552,-0.0029
2006-01-05,0,0.0114,-0.1887,0.2454,-0.9213
2006-01-06,1,0.6676,1.5310,1.6831,0.0114
2006-01-09,0,0.0000,-0.3898,0.3546,-1.0399
2006-01-10,0,0.0028,-0.8183,0.0028,-1.8566
2006-01-11,1,0.0029,2.5438,2.5465,0.0029
2006-01-12,0,0.0028,-0.4824,0.9247,-0.8688
2006-01-13,1,0.0000,0.3293,0.4796,-0.8392
2006-01-16,1,0.0000,1.7590,1.7590,-0.0167
2006-01-17,0,0.0000,-1.1424,0.0000,-1.9821
2006-01-18,0,-0.0111,-0.8731,-0.0111,-2.0672
2006-01-19,1,0.0223,2.8985,3.2263,0.0223
2006-01-20,0,-0.0027,-0.4432,0.2168,-1.1625
2006-01-23,0,-0.0218,-0.1718,0.2069,-1.3222
2006-01-24,1,0.0000,2.0749,2.1497,0.0000
2006-01-26,1,0.0053,1.6284,1.6731,0.0053
2006-01-27,0,0.0105,-0.5064,2.0569,-0.8613
2006-01-30,1,0.0053,1.1043,1.1932,-0.8523
2006-01-31,1,0.0026,0.3680,0.5580,-1.6133
2006-02-01,1,-0.0026,0.2654,0.3044,-1.3033
2006-02-02,0,-0.0078,-3.1168,0.0597,-3.2966
2006-02-03,0,0.0000,-0.1127,0.8143,-2.1076
2006-02-06,1,0.0000,0.1582,1.3700,-0.0886
2006-02-07,0,-0.0027,-2.0547,0.1473,-2.0711
2006-02-08,0,-0.0246,-0.1725,0.6054,-1.0420
2006-02-09,1,0.0055,1.0439,1.8405,0.0055
2006-02-10,1,0.0108,0.2518,2.4929,-0.6774
2006-02-13,0,0.0000,-2.3561,0.2728,-2.3561
2006-02-14,1,0.0083,1.4105,1.7022,-0.6194
2006-02-15,1,0.0055,1.6571,2.2141,-0.5613
2006-02-16,1,0.0161,2.6944,2.7257,0.0161
2006-02-17,1,0.0000,0.4330,1.0039,0.0000
2006-02-20,1,-0.0104,0.3041,0.6641,-1.0202
2006-02-21,0,0.0052,-0.9726,1.1327,-0.9726
2006-02-22,1,0.0000,0.2094,1.2162,-0.2886
2006-02-23,1,-0.0105,0.4149,0.7191,-1.3133
2006-02-24,1,0.0026,0.5324,0.5324,-0.1772
2006-03-01,1,0.0000,1.4604,1.5242,-0.1996
2006-03-02,0,0.0102,-0.1328,0.4813,-0.4836
2006-03-03,1,0.0077,0.2909,0.5861,-1.0534
2006-03-06,0,0.0025,-2.2838,0.3942,-2.2994
2006-03-07,0,-0.0104,-2.4573,-0.0104,-3.2434
2006-03-08,0,-0.0053,-0.3587,-0.0053,-2.6454
2006-03-09,0,0.0000,-2.6550,1.1996,-3.2821
2006-03-10,1,0.0441,1.5819,2.3112,-0.2592
2006-03-13,0,0.0000,-0.2660,0.9926,-1.0299
2006-03-14,1,-0.0109,2.0126,2.0126,-1.0272
2006-03-15,1,0.0133,1.8553,2.1086,0.0053
2006-03-16,0,0.0026,-0.2277,0.8695,-0.7401
2006-03-17,0,0.0052,-0.2834,0.2905,-1.0221
2006-03-20,1,0.0000,0.4065,1.1783,-0.1868
2006-03-21,0,0.0000,-2.1323,0.0000,-2.2581
2006-03-22,1,0.0000,1.2040,1.2040,-0.6492
2006-03-23,0,-0.0026,-1.0010,0.7292,-1.7160
2006-03-24,1,-0.0027,0.2745,0.8000,-0.4627
2006-03-27,1,0.0000,0.1702,0.8374,-1.1348
2006-03-28,0,-0.0027,-2.5808,0.2388,-2.5808
2006-03-29,1,0.0055,2.1841,2.1841,0.0055
2006-03-30,1,0.0027,0.7573,1.5798,-0.0614
2006-03-31,1,0.0159,0.4622,0.6307,-0.4191
2006-04-03,1,0.0000,1.9957,2.3412,0.0000
2006-04-04,1,0.0026,0.2193,0.9486,-0.2871
2006-04-05,1,0.0026,0.6448,0.6474,-0.8463
2006-04-06,1,0.0000,0.5923,0.6559,-0.9080
2006-04-07,0,0.0000,-0.9180,0.2847,-1.6814
2006-04-10,0,0.0026,-1.1654,0.0026,-1.7806
2006-04-11,0,0.0078,-1.5031,1.0600,-1.7091
2006-04-12,1,0.0000,1.3783,1.4329,-0.2245
2006-04-13,0,-0.0026,-0.9019,0.1352,-1.1595
2006-04-17,1,0.0105,0.9929,1.6046,0.0105
2006-04-18,1,0.0104,2.8451,2.8754,0.0104
2006-04-19,1,0.0227,0.9206,1.1407,-0.2024
2006-04-20,0,0.0075,-0.4090,0.8477,-1.2675
2006-04-24,0,0.0000,-0.0604,0.7863,-0.4005
2006-04-25,0,0.0050,-0.0327,0.5069,-0.4387
2006-04-26,1,0.0025,1.6769,1.7066,0.0025
2006-04-27,0,0.0000,-1.6442,0.0000,-1.9466
2006-04-28,1,0.0025,1.5279,1.6813,0.0025
2006-05-02,1,0.0050,1.6073,1.6073,-0.2133
2006-05-03,0,-0.0024,-0.2368,0.1243,-1.0859
2006-05-04,1,0.0147,0.1368,0.8226,-0.0636
2006-05-05,1,0.0000,1.0705,1.1477,0.0000
2006-05-08,1,0.0000,0.2363,0.6642,-0.7805
2006-05-09,1,-0.0241,1.1115,1.1996,-0.1663
2006-05-10,0,0.0048,-0.5422,0.0143,-1.3454
2006-05-11,0,0.0144,-2.1914,0.7397,-2.3629
2006-05-12,0,0.0000,-1.5394,0.0367,-1.7933
2006-05-15,0,-1.3390,-2.3953,-0.0348,-3.4191
2006-05-16,1,0.0000,0.3685,1.7217,-0.8901
2006-05-17,0,-0.0127,-2.8957,-0.0127,-3.3984
2006-05-18,0,-0.0026,-1.2721,0.7804,-1.2721
2006-05-19,0,0.0344,-0.1959,1.7254,-1.2831
2006-05-22,0,-0.0027,-3.3305,-0.0027,-5.6393
2006-05-23,0,0.0027,-1.0660,2.8896,-1.0965
2006-05-24,0,-0.0166,-0.8845,0.6377,-3.3768
2006-05-25,1,0.0056,4.8455,4.8455,0.0056
2006-05-26,1,0.0133,2.7850,2.7850,0.0133
2006-05-29,0,0.0104,-1.2634,0.2689,-1.4997
2006-05-30,0,0.0105,-4.6469,0.0105,-4.6469
2006-05-31,1,0.0027,0.3208,2.1813,-0.1402
2006-06-01,1,0.0027,3.2799,3.2799,-0.0767
2006-06-02,1,0.0053,0.5126,1.8088,-0.8968
2006-06-05,0,-0.0079,-3.2193,0.0896,-3.4100
2006-06-06,0,0.0000,-0.4966,0.0000,-2.9472
2006-06-07,0,0.0027,-3.6037,0.5809,-3.6094
2006-06-08,1,-0.0057,0.4922,0.9708,-2.5970
2006-06-09,0,0.0000,-1.0296,2.0749,-1.0296
2006-06-12,0,0.0228,-4.4303,0.5431,-4.4839
2006-06-13,0,-0.0596,-2.1295,0.0804,-2.2026
2006-06-14,1,0.0000,0.2827,1.8878,-2.4375
2006-06-16,1,0.0030,4.3309,4.7487,0.0030
2006-06-19,0,0.0233,-1.4701,0.7818,-2.5020
2006-06-20,0,0.0000,-0.7849,0.7612,-0.9753
2006-06-21,1,0.0000,2.6843,2.8405,-1.2446
2006-06-22,0,-0.0087,-0.6680,0.4822,-0.9335
2006-06-23,1,-0.0087,0.9974,1.5814,-1.2816
2006-06-26,0,0.0058,-0.0866,0.6155,-0.2224
2006-06-27,0,0.0000,-0.7391,1.1027,-0.7623
2006-06-28,1,-0.0058,1.3264,1.3321,-0.0786
2006-06-29,1,0.0000,4.6333,4.6333,0.0000
2006-06-30,1,0.0000,0.3939,1.4934,-0.3514
2006-07-03,1,-0.0055,1.9625,2.0829,-0.2652
2006-07-04,1,0.0027,0.0268,0.6510,-0.4534
2006-07-05,0,-0.0027,-2.6824,-0.0027,-2.8860
2006-07-06,1,0.0055,0.4252,1.6765,0.0055
2006-07-07,0,0.0219,-1.1868,0.7173,-1.8872
2006-07-10,1,0.0138,0.1080,0.8962,-0.6642
2006-07-11,1,-0.0111,1.1363,1.2101,-1.5363
2006-07-12,0,0.0027,-0.8903,0.5266,-1.0035
2006-07-13,0,-0.0248,-2.4476,-0.0248,-2.4759
2006-07-14,0,-0.0028,-0.0113,0.8366,-1.0035
2006-07-17,0,-0.0170,-1.3786,0.3361,-1.5279
2006-07-18,1,0.0143,0.7543,1.2682,-0.7919
2006-07-19,1,0.0171,4.6035,4.6035,0.0171
2006-07-20,0,0.0027,-2.5830,0.6989,-2.5830
2006-07-21,0,0.0000,-0.9446,0.8251,-1.5179
2006-07-24,1,0.0422,1.9908,2.1535,0.0422
2006-07-25,1,-0.0028,1.2537,1.3300,-0.5897
2006-07-26,0,0.0000,-0.2375,0.7334,-0.5632
2006-07-27,1,0.0027,0.8002,1.4056,-0.0027
2006-07-28,1,-0.0054,1.3276,1.7041,-0.1275
2006-07-31,0,0.0000,-0.8166,0.0481,-0.8166
2006-08-01,0,0.0000,-0.6440,0.0189,-1.4699
2006-08-02,1,0.0109,1.2114,1.7277,-0.0136
2006-08-03,1,0.0000,0.4362,1.0670,-1.0650
2006-08-04,1,0.0294,1.0545,1.9069,0.0294
2006-08-07,0,-0.0079,-0.3971,0.0819,-0.8757
2006-08-08,0,0.0027,-0.2603,1.0108,-0.4413
2006-08-09,0,0.0053,-0.9218,1.2843,-1.1233
2006-08-10,1,0.0000,0.2654,0.4499,-0.8789
2006-08-11,0,0.0000,-1.1037,0.3954,-1.2608
2006-08-14,0,0.0162,-1.0531,0.6475,-1.2365
2006-08-15,1,0.0055,2.0013,2.3252,0.0055
2006-08-16,1,0.0000,1.0190,1.0694,-0.2309
2006-08-17,0,-0.6043,-0.3163,0.9089,-0.7352
2006-08-18,0,0.0000,-0.0186,0.0798,-1.0196
2006-08-21,0,-0.0053,-1.0467,-0.0053,-1.1059
2006-08-22,0,0.0000,-1.3083,0.2526,-1.7646
2006-08-23,0,-0.0082,-3.2306,0.0327,-3.2306
2006-08-24,1,0.0056,0.7993,1.0086,-1.1014
2006-08-25,1,-0.0056,0.4487,0.9204,-0.5912
2006-08-28,1,0.0000,1.1530,1.1915,-0.8630
2006-08-29,0,0.0247,-0.1954,0.6631,-1.0002
2006-08-30,1,-0.0028,0.0248,0.5932,-0.4943
2006-08-31,0,0.0000,-0.2233,0.8036,-0.8296
2006-09-01,1,0.0000,2.9828,2.9828,0.0000
2006-09-04,1,0.0027,0.9704,1.0924,-0.1126
2006-09-05,0,0.0000,-0.8660,0.0000,-1.1259
2006-09-06,0,0.0000,-1.7766,0.0000,-1.7766
2006-09-08,0,-0.0136,-0.4149,0.0409,-0.5874
2006-09-11,0,0.0082,-2.1735,0.0082,-2.4702
2006-09-12,1,0.0140,1.0428,1.0428,-0.4090
2006-09-13,1,0.0000,1.1087,1.5891,-0.3131
2006-09-14,0,-0.0055,-1.0894,0.3550,-1.2748
2006-09-15,1,0.0000,0.0442,0.8675,-0.7663
2006-09-18,1,-0.0055,0.8616,1.3729,-0.0996
2006-09-19,0,-0.0164,-1.6499,0.0110,-2.5766
2006-09-20,0,0.0084,-1.9386,0.5087,-2.7058
2006-09-21,0,0.0057,-1.0482,0.3828,-1.6414
2006-09-22,0,-0.0029,-0.0890,0.1922,-1.2510
2006-09-25,1,0.0115,0.4988,0.7301,-1.9500
2006-09-26,1,-0.0029,2.3902,2.4125,-0.0029
2006-09-27,1,-0.0056,0.7981,0.8202,-0.5824
2006-09-28,1,-0.0028,1.0470,1.0497,-0.2079
2006-09-29,0,0.0000,-0.1015,0.2300,-0.6186
2006-10-02,1,0.0027,1.6570,2.3535,0.0027
2006-10-03,0,-0.0027,-1.6872,-0.0027,-1.6872
2006-10-04,1,0.0082,3.5347,3.6168,0.0082
2006-10-05,1,0.0026,0.6022,1.2007,-0.3317
2006-10-06,0,-0.0026,-0.0975,-0.0026,-1.2826
2006-10-09,1,-0.0264,1.2208,1.7920,-0.5391
2006-10-10,1,0.0130,0.6462,0.9639,0.0026
2006-10-11,0,-0.0078,-0.8652,-0.0078,-1.4698
2006-10-13,1,0.0157,1.3684,2.2066,0.0157
2006-10-16,1,0.0051,0.9708,1.0524,-0.4592
2006-10-17,0,-0.0076,-0.8473,-0.0076,-1.4300
2006-10-18,0,0.0000,-0.5465,1.3990,-0.8805
2006-10-19,1,-0.2355,0.6030,0.6544,-0.3236
2006-10-20,0,-0.0026,-0.7143,0.0976,-1.2410
2006-10-23,1,0.0000,1.5000,1.5000,-0.9621
2006-10-24,1,0.0000,0.6910,0.8251,-0.3473
2006-10-25,1,0.0000,0.1619,0.5605,-0.4008
2006-10-26,1,0.0000,0.2070,0.7052,-0.5017
2006-10-27,0,-0.0126,-0.8028,0.2544,-0.8918
2006-10-30,0,-0.0025,-1.0942,0.0305,-1.6588
2006-10-31,1,0.0000,0.9288,0.9288,-0.0514
2006-11-01,1,0.0407,1.6845,2.1193,0.0407
2006-11-03,1,0.0000,1.2568,1.3730,-0.0150
2006-11-06,1,0.0049,1.9883,2.0101,0.0049
2006-11-07,0,0.0000,-0.4836,0.3751,-0.9353
2006-11-08,1,-0.0146,0.6943,0.7209,-1.0383
2006-11-09,0,0.0000,-1.2636,1.1522,-1.6514
2006-11-10,0,0.0000,-0.2330,0.3107,-1.2152
2006-11-13,0,0.0098,-0.2804,0.0098,-1.6890
2006-11-14,1,0.0025,1.6729,1.7963,0.0025
2006-11-16,0,0.0121,-0.3129,1.1797,-0.3348
2006-11-17,0,0.0049,-0.3236,0.0049,-1.6658
2006-11-21,1,0.0000,1.3100,1.3100,-0.1049
2006-11-22,1,0.0216,0.8217,0.9124,-0.6323
2006-11-23,1,0.0000,0.3739,0.9380,0.0000
2006-11-24,0,0.0024,-0.7444,0.0024,-1.4413
2006-11-27,0,0.0000,-2.0394,0.0000,-2.5123
2006-11-28,1,0.0000,0.3124,0.4098,-1.1974
2006-11-29,1,-0.0049,2.2335,2.2764,-0.0049
2006-11-30,0,0.0024,-0.0906,0.4873,-1.1334
2006-12-01,0,-0.0048,-1.4533,0.3880,-1.7805
2006-12-04,1,0.0048,3.1605,3.1746,-0.1089
2006-12-05,1,-0.0047,1.1724,1.4130,-0.0422
2006-12-06,0,0.0023,-0.1414,0.6122,-0.7582
2006-12-07,0,0.0023,-0.4349,0.9469,-0.7874
2006-12-08,1,0.0023,0.1607,0.9140,-0.2123
2006-12-11,1,-0.0233,0.7395,1.0508,-0.0233
2006-12-12,0,0.0000,-0.6465,0.0000,-1.1685
2006-12-13,1,0.0186,0.6188,0.8703,-0.5478
2006-12-14,1,0.0139,1.0800,1.1759,0.0139
2006-12-15,0,0.0000,-0.3640,1.1543,-0.7064
2006-12-18,0,0.0000,-0.1998,1.0315,-0.4506
2006-12-19,1,-1.0884,0.1860,0.1860,-1.4306
2006-12-20,0,0.0046,-0.2021,0.8134,-0.4852
2006-12-21,0,0.0069,-0.2693,0.4289,-0.9284
2006-12-22,0,0.0000,-0.0669,0.4989,-0.6011
2006-12-26,1,0.0000,0.5681,0.5864,0.0000
2006-12-27,1,-0.0023,2.0947,2.0947,-0.0023
2006-12-28,0,0.0000,-0.1169,0.3341,-0.3442
2007-01-02,1,0.0045,2.0233,2.0343,0.0045
2007-01-03,0,-0.0088,-2.0885,-0.0088,-2.4514
2007-01-04,0,-0.0068,-0.9608,-0.0068,-1.8668
2007-01-05,0,-0.0023,-4.1158,0.1385,-4.3172
2007-01-08,1,0.0095,1.3753,1.5992,-0.2394
2007-01-09,0,0.0023,-1.9403,0.3985,-3.3040
2007-01-10,1,-0.0143,0.7802,0.7802,-1.7797
2007-01-11,1,0.0000,0.7858,1.8535,-0.9398
2007-01-12,1,-0.0023,0.9911,1.2067,-0.3380
2007-01-15,0,0.0000,-0.4092,0.8733,-0.5118
2007-01-16,0,-0.0070,-0.6897,-0.0070,-1.1813
2007-01-17,1,0.0047,0.2601,0.7153,-0.8766
2007-01-18,0,0.0140,-0.6032,1.5487,-0.7705
2007-01-19,1,-0.0024,2.2118,2.2118,-0.0024
2007-01-22,1,0.0069,0.2874,1.0331,-0.5657
2007-01-23,1,-0.0092,1.4226,1.5719,-0.2782
2007-01-24,1,0.0000,1.1478,1.4182,-0.3083
2007-01-26,0,0.0000,-0.6173,0.0000,-1.8452
2007-01-29,0,0.0045,-1.9072,0.0518,-1.9485
2007-01-30,1,0.0000,1.0751,1.1228,-0.1493
2007-01-31,1,0.0045,1.3486,1.3508,-0.5008
2007-02-01,1,0.0000,0.3868,1.2687,0.0000
2007-02-02,1,0.0000,0.4075,0.8643,-0.4876
2007-02-05,1,0.0022,0.6380,0.6380,-0.3272
2007-02-06,1,0.0022,0.1456,0.4407,-0.5491
2007-02-07,0,0.0000,-1.6990,0.1608,-1.9235
2007-02-08,1,-0.0067,0.6795,0.6795,-1.1685
2007-02-09,0,0.0045,-1.3636,0.3513,-1.5987
2007-02-12,0,0.0045,-0.7912,0.4056,-0.9849
2007-02-13,1,-0.0068,2.8319,2.8319,-0.0068
2007-02-14,1,0.0022,1.7524,1.9912,0.0022
2007-02-15,0,0.0000,-0.0892,0.3949,-0.5712
2007-02-16,0,0.0000,-0.2309,0.0239,-0.7448
2007-02-20,0,0.2309,0.0000,0.2549,-0.5139
2007-02-21,1,0.0000,0.5243,0.5351,-0.6367
2007-02-22,1,0.0152,0.7824,1.4261,0.0152
2007-02-23,0,0.0000,-0.9430,0.1398,-1.3852
2007-02-26,1,0.0109,0.4142,0.9387,-0.2851
2007-02-27,0,-0.0368,-6.8565,-0.0368,-8.1958
2007-02-28,1,0.0116,1.7166,1.7872,-0.0533
2007-03-01,0,-0.0137,-0.8580,-0.0137,-4.3182
2007-03-02,0,0.0023,-2.6711,0.0023,-2.8436
2007-03-05,0,0.0000,-2.8512,0.0000,-3.0019
2007-03-06,1,0.0316,4.8329,4.8329,0.0316
2007-03-07,0,0.0139,-1.2831,0.4110,-1.2995
2007-03-08,1,0.0117,1.8553,2.4517,0.0117
2007-03-09,1,0.0000,1.5229,1.6135,0.0000
2007-03-12,1,0.0000,0.2625,0.6167,-0.6547
2007-03-13,0,0.0000,-3.4487,0.0000,-3.5072
2007-03-14,1,0.0000,1.2530,1.2576,-1.6463
2007-03-15,0,0.0023,-0.0231,0.6562,-0.7816
2007-03-16,0,0.0000,-1.2743,0.6679,-1.5837
2007-03-19,1,0.0094,2.2744,2.2767,0.0094
2007-03-20,1,0.0000,1.4490,1.4535,-0.0778
2007-03-21,1,-0.0023,2.8452,2.8452,-0.0023
2007-03-22,0,0.0000,-0.4547,0.6967,-0.7899
2007-03-23,1,0.0022,0.2397,0.7348,-0.5652
2007-03-26,1,0.0000,0.2457,0.3924,-1.2553
2007-03-27,0,0.0022,-0.9642,0.0022,-1.1059
2007-03-28,0,-0.0066,-1.6122,-0.0066,-1.9929
2007-03-29,1,0.0202,1.9391,2.4120,0.0202
2007-03-30,1,0.0000,0.9873,0.9873,-0.4796
2007-04-02,0,0.0000,-0.4551,0.0000,-1.2743
2007-04-03,1,0.0088,1.5041,1.9202,0.0088
2007-04-04,1,0.0043,0.5730,0.8690,-0.3788
2007-04-05,1,0.0021,0.1996,0.4565,-0.2926
2007-04-09,1,0.0064,0.4449,1.2611,0.0064
2007-04-10,1,0.0000,0.6785,0.8056,-0.0705
2007-04-11,0,-0.0021,-0.4994,0.8422,-1.0527
2007-04-12,1,0.0043,0.8655,0.9541,-0.9268
2007-04-13,1,0.0000,1.2155,1.3031,-0.1691
2007-04-16,1,-0.0021,2.0549,2.2611,-0.0021
2007-04-17,0,0.0041,-0.3399,0.4792,-0.5946
2007-04-18,0,0.0103,-0.0923,1.1907,-0.6152
2007-04-19,1,-0.0103,0.1067,0.2604,-1.6414
2007-04-20,1,0.0021,1.3161,1.4193,0.0021
2007-04-23,0,0.0020,-0.4991,0.1396,-0.6314
2007-04-24,0,0.0000,-0.1853,0.1971,-1.1456
2007-04-25,1,0.0020,1.2254,1.5068,0.0020
2007-04-26,0,0.0040,-1.2315,0.3617,-1.2478
2007-04-27,1,-0.0020,0.3296,0.3337,-1.5548
2007-04-30,0,-0.0163,-0.5581,0.5106,-0.9921
2007-05-02,1,-0.0020,1.0485,1.3674,-0.0061
2007-05-03,1,0.0000,1.4967,1.6956,0.0000
2007-05-04,1,0.0000,0.7539,1.3450,0.0000
2007-05-07,0,-0.0138,-0.6265,0.0395,-0.8814
2007-05-08,0,-0.0119,-0.0080,0.1729,-1.5149
2007-05-09,1,-0.0020,2.0123,2.1467,-0.2569
2007-05-10,0,-0.0039,-2.0979,-0.0039,-2.1576
2007-05-11,1,0.0000,1.3190,1.6740,0.0000
2007-05-14,0,0.0157,-0.7711,0.3217,-1.1937
2007-05-15,1,0.0000,0.0139,1.0458,-0.2795
2007-05-16,1,0.0000,2.3863,2.3863,0.0000
2007-05-17,0,0.0058,-0.2070,0.4262,-0.7060
2007-05-18,1,0.0039,0.8620,0.8812,-0.2560
2007-05-21,1,0.0000,0.6603,1.1702,0.0000
2007-05-22,0,0.0019,-0.4110,0.2629,-0.7352
2007-05-23,0,0.0038,-0.7595,0.5673,-1.0358
2007-05-24,0,0.0000,-2.5054,0.1504,-3.1347
2007-05-25,1,0.0198,2.1283,2.1574,0.0198
2007-05-28,1,-0.0039,0.9678,1.1384,-0.0039
2007-05-29,0,0.0019,-0.7840,0.8121,-1.6423
2007-05-30,1,-0.0135,1.5637,1.6912,-2.1619
2007-05-31,0,0.0152,-0.4962,0.6622,-0.8220
2007-06-01,1,0.0057,2.1857,2.1857,0.0057
2007-06-04,0,0.0000,-0.3375,0.0000,-1.4556
2007-06-05,0,0.0038,-0.1522,0.0526,-1.0763
2007-06-06,0,0.0000,-2.1158,0.0000,-2.4623
2007-06-08,1,-0.0077,0.5384,0.8628,-2.2617
2007-06-11,1,-0.0115,0.8506,1.1816,-0.2794
2007-06-12,0,-0.0019,-1.8743,-0.0019,-2.1721
2007-06-13,1,0.0039,2.2846,2.7215,0.0039
2007-06-14,1,0.0321,1.3476,1.5058,0.0283
2007-06-15,1,0.0186,1.4894,1.8684,0.0186
2007-06-18,1,0.0000,0.3863,0.8784,-0.3013
2007-06-19,0,0.0000,-0.1573,0.1223,-0.5129
2007-06-20,0,0.0000,-1.1318,0.6548,-1.1318
2007-06-21,1,0.0019,1.1556,1.4972,-0.2186
2007-06-22,0,-0.0238,-0.7161,-0.0238,-1.2983
2007-06-25,0,0.0055,-0.4155,0.6209,-1.2274
2007-06-26,0,0.0056,-0.3522,0.6842,-0.3708
2007-06-27,1,0.0000,0.5389,0.5777,-1.2144
2007-06-28,1,0.0203,0.0074,0.9284,0.0074
2007-06-29,1,0.0055,0.4515,1.1677,-0.3497
2007-07-02,1,0.0074,1.7839,1.8110,0.0074
2007-07-03,1,0.0000,0.5924,0.7413,-0.2025
2007-07-04,0,-0.0036,-0.0072,0.5372,-0.1833
2007-07-05,1,0.0000,0.4228,0.4228,-0.6322
2007-07-06,1,0.0000,0.9112,0.9112,0.0000
2007-07-10,0,0.0000,-0.9989,0.1770,-1.3664
2007-07-11,1,-0.0018,0.8428,1.0892,-0.4574
2007-07-12,1,0.0426,2.2060,2.3152,0.0390
2007-07-13,1,0.0000,0.0538,0.6402,-0.4977
2007-07-16,0,0.0000,-0.4695,0.0382,-1.0621
2007-07-17,1,0.0035,0.4972,0.7380,-0.1168
2007-07-18,0,0.0000,-0.1805,0.0000,-1.3216
2007-07-19,1,0.0000,0.9837,1.2724,0.0000
2007-07-20,0,0.0000,-1.1803,0.0000,-1.7739
2007-07-23,1,0.0000,1.0288,1.0856,0.0000
2007-07-24,0,-0.0017,-3.9396,0.0345,-5.0752
2007-07-25,1,0.0036,0.3685,1.0944,-2.3117
2007-07-26,0,-0.0054,-3.8369,-0.0054,-6.2140
2007-07-27,0,0.0000,-1.8181,0.9492,-1.8181
2007-07-30,1,0.0057,3.0720,3.4689,0.0057
2007-07-31,0,0.0531,-0.7172,1.9758,-0.7430
2007-08-01,1,-0.0240,0.0941,0.0941,-2.1396
2007-08-02,1,0.0203,0.8391,1.3279,-0.0590
2007-08-03,0,0.0110,-3.4317,0.0621,-3.9458
2007-08-06,1,0.0000,0.4625,0.6808,-2.9360
2007-08-07,1,0.0019,1.3303,1.9067,-0.6519
2007-08-08,1,0.0037,2.6395,3.3160,0.0037
2007-08-09,0,-0.0507,-3.3314,-0.0507,-3.5319
2007-08-10,0,0.0000,-1.4953,0.0000,-3.3282
2007-08-13,0,0.0171,-0.3883,1.9416,-0.8317
2007-08-14,0,0.0000,-2.9457,0.9698,-2.9457
2007-08-15,0,0.0000,-3.2479,0.7319,-3.6117
2007-08-16,0,-0.0081,-2.6085,-0.0081,-9.2336
2007-08-17,1,0.0208,1.1245,3.2215,-2.4007
2007-08-20,1,0.0041,1.3236,2.0687,0.0041
2007-08-21,1,0.0041,1.2301,1.7287,-0.9536
2007-08-22,1,0.0000,3.8012,3.8089,0.0000
2007-08-23,1,0.0000,0.1989,1.1643,-1.2896
2007-08-24,1,-0.0058,2.1938,2.1938,-0.8873
2007-08-27,1,-0.0057,0.1508,0.7482,-0.9403
2007-08-28,0,-0.0113,-2.7369,-0.0113,-3.2319
2007-08-29,1,0.0058,2.0886,2.2307,0.0039
2007-08-30,1,-0.0133,0.2330,1.7109,-0.9756
2007-08-31,1,0.0303,3.3102,3.4529,0.0303
2007-09-03,1,0.0073,0.3581,0.6586,-0.2162
2007-09-04,1,0.0018,0.7576,1.3279,-0.4478
2007-09-05,0,-0.0127,-1.5357,-0.0127,-2.0000
2007-09-06,1,0.0092,0.2955,1.2530,0.0092
2007-09-10,0,-0.0275,-3.5743,-0.0275,-4.2068
2007-09-11,1,0.0133,2.3797,2.4409,0.0133
2007-09-12,0,0.0019,-0.0705,1.2917,-0.3772
2007-09-13,1,0.0000,1.8844,2.2099,0.0000
2007-09-14,0,0.0018,-0.4326,1.0093,-0.9699
2007-09-17,0,0.0000,-0.6054,0.1133,-1.8088
2007-09-18,1,0.0184,4.1895,4.5032,0.0184
2007-09-19,1,0.0159,1.0498,2.4630,0.0159
2007-09-20,0,-0.0017,-0.6271,0.6007,-1.1540
2007-09-21,1,0.0228,1.5571,1.7299,0.0228
2007-09-24,1,0.0000,1.5792,1.5792,0.0000
2007-09-25,1,-0.0034,0.2364,0.2432,-1.2855
2007-09-26,1,0.0017,1.4455,1.6296,0.0017
2007-09-27,1,-0.0033,2.2143,2.2143,-0.0033
2007-09-28,0,0.0033,-0.9661,0.0033,-1.5949
2007-10-01,1,0.0000,3.0539,3.0779,0.0000
